Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.5440809899081229,1.6636661840034892,1.4596350363657242,1.4202725843606014,2.1531177260373853,1.2969020725856486,0.9848720581295546,2.0665183382726613,1.722254800660899,0.8348941178471359,1.5808358093008417,1.961789260570979,1.2878693429360086,1.9026810841026531,1.5717086129442086
1,1.1621646451546581,1.6801528364501985,1.799248572923149,1.9010283889049988,1.7081842565167173,1.675555879392739,1.5431484285060046,1.8040307655236547,2.349878334440046,1.6859956695189624,1.4715326233890682,2.2363135134089913,2.427476008082253,1.6889448191696534,1.9838378865348294
2,1.5069966929369876,1.0805643520475405,1.9702136526127305,1.878384654134769,1.0683504852706205,1.8872340463713304,1.028913982483044,1.563246786615711,2.8083340028818067,1.6139196591316598,0.7909625120329861,2.60790680146506,2.2243041296388797,0.9170877559585204,2.4058444669871726
3,0.6152094088203962,2.209308843402898,2.1387808859866837,1.4762197216802926,2.709202420140781,1.82598910468627,0.8605229140448445,1.9663545172295955,2.7589251336363683,0.9042775823826523,1.6483763864595977,2.6017207863467062,1.2314782710261283,1.1797980015792318,2.3446067594552806
4,0.6914002926491203,2.026870284083792,1.8780760309669369,1.8914419671937808,2.012732056504564,1.6674378258769704,1.0343122473987325,1.8875823309026374,2.5535201275222987,0.9992186703242806,1.8570565485118264,2.5808422199135688,1.7011201614022469,1.618924550541934,2.125771938872642
5,0.831774763962644,0.924339442202051,1.7440738143329633,1.9194899819915832,1.6466762680909424,1.4637864843585933,1.2021642835119815,1.7812049445103733,2.4527456891073616,1.071953239433932,1.0455794406401255,2.820656072883811,1.9472937939099029,0.857934183260522,1.7930717267936898
6,0.9463814717770229,1.7515756808431961,1.3579497472985749,2.0635024703460165,2.6531576928759475,1.2257997639771296,1.4264343296195103,2.0523583933020952,2.1085187502878084,1.4806954787228013,1.4736591715367495,2.816471262827011,2.4648601500798772,1.4404921115904419,1.5811048213676278
7,1.135660929222313,1.8155497304381043,1.1583543201494748,2.2877325072682644,2.4812622963832847,0.970226575746349,1.562732777883388,1.5793068903577587,1.346056511727271,1.8352608891223279,1.4213962496295087,1.7275047888313795,2.9991110790889577,1.9121274808967628,1.5152623463374504
8,1.2142197082526422,0.9874236250397351,1.8338074871795824,2.120686561251263,1.377719234157158,1.951432427301675,1.4046546925785703,1.7444376184193404,3.1232229917884906,1.8145302333832845,0.9644111294712523,2.7466096432699967,2.6805079695230427,0.7380909143779459,2.6954250768714094
9,1.255768743473003,1.1413242262660248,1.427949190227846,2.0655467746580665,2.3105748232303096,1.3753427855077314,1.240962301523888,2.2905325820133284,2.704551492491971,1.7508519341433102,1.2321209266317061,3.164207969403841,2.827263742392399,0.9255281209360744,1.8970201210727076
10,1.3475690066187231,1.263254763687442,0.7924925179681058,1.9026829369266216,2.462262228147373,1.2432692278618054,1.1713859216408762,2.145289766053524,1.7601685988267453,1.6029556911993652,1.4133335793204742,0.7193500456967005,3.0281531225962945,1.046579656195059,2.0219464882356255
