Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,1.5392694716186204,1.9718088102833722,2.878739451100418,2.6300095735295703,1.5449966951374459,4.008669349292377,2.0543844835822025,1.8689646919590908,2.1324654691862537,2.141426794657602,2.2427100762667638,1.8118280130892632,0.9876125239233517,3.42440488440138,1.8964848595653745,4.492401660831852,2.927469423314398,3.8419719041238065,1.4941065959709956,3.222636227601575,2.623360729655996,1.317650529334999
1,1.477346912633808,1.4817572380389432,3.32794162660703,2.71114483025743,1.3711673372594937,2.5461979348147663,2.5858296061190305,2.864337898395543,2.222284493710881,2.364415067381457,2.635647727830999,1.60290636146668,0.731468037512692,3.7502197968648074,1.3606526069021034,4.172357546059685,1.3847639857826344,4.1638611509280015,2.6266781918322732,2.987872794655278,2.7055897298540543,1.9516996278940724
2,1.5573809436076018,0.9381629446704679,2.8002157251896866,3.1449687009907463,0.997202186514972,2.4522484156668596,2.4079483920301836,3.555961742202182,2.0938621112131455,2.6634996260614643,2.5195924005815535,2.1633576435369486,0.6242234807047058,3.540237058051954,1.5720867663788642,3.87635738500827,2.756758815194186,3.635139521944162,3.4038708889667744,2.9374258563661533,2.7765736385304516,1.717487860685083
3,1.844308200188298,1.7357870209405497,2.193454005874222,3.0855272849684887,1.0177587033747144,2.5489067611376504,1.2627940460537876,4.066993111975822,2.145247243524989,1.9389119525510625,2.50768958505271,2.2284686949642594,0.9337409000375029,2.808637406276862,1.7085960758042869,4.205757483308361,2.8128608307554104,2.307637494419309,4.062514293149824,2.8906501045683513,2.260694452184817,1.6570628825563645
4,1.7879604002325464,2.1482868287808476,2.124245642253632,2.8587842850466263,1.0256441254957998,2.9574772808097545,1.431684599327547,4.192290851279612,2.316071976816579,2.326285512344378,1.829524336842877,1.9024562309901276,1.0798896887505676,2.7325007409819033,1.7409200852013869,3.412072896442635,2.831049222051583,3.0188453625663065,3.62903455275448,2.989760431385606,2.3201915172936562,1.8707116098961714
5,1.0472004329929645,1.8759848463432687,2.5683926854967942,2.466775666013603,2.4885830333779535,2.8810937642828036,2.0497197541136716,2.274028360174716,2.230454153801996,2.308164498460653,2.5770675727981174,1.1672374153965117,1.1378047749075488,3.2880116781289574,1.639156972369554,4.15877564719193,2.6420436962949183,3.8866291392415415,3.2443570880338273,2.8828791339824025,2.2033434292048573,2.2269216367630396
6,1.463872221384082,1.8124925477668365,2.7067854842894468,2.6108645508289596,2.1736421446235177,1.8517988348822432,2.3601486647839773,2.7462631812763756,2.3117234176326367,2.4116747722982987,2.7919034901403474,1.7093430679180361,1.043805212088563,3.519467092319441,1.5437011327468375,3.8098454311842342,2.297875890404694,3.844971059304969,2.426675210795067,2.853681971162444,2.420586179474002,2.609806103829291
7,1.7449064078303949,1.3100204705261786,2.272244715671268,2.102316039752005,2.831491190041774,1.720192346440579,2.3959244576992442,3.054851444382402,2.2587740737705735,2.1338172305299645,3.049344494060611,2.5208063955397106,0.8899052453794503,3.1901218457979863,1.6155035846536554,4.168946455984413,2.1991427582153986,3.6081459933102313,3.488223999363373,2.5085247460193556,2.4798605833345375,2.4539641375557406
8,1.537546117997731,1.6224258286953952,1.8408779689165267,2.6529099974550974,3.0660832057019864,2.5867742870846153,2.059754931675428,3.37827575085232,2.114504469089795,2.2248658795365928,1.1537731120273218,2.393939848254895,0.8773765946764213,2.8007099387797436,2.595479023102342,4.208670957876604,2.4793156421509837,2.6095394704099792,3.370761140301943,2.4044688961728387,3.0839877644697054,0.988762089183571
9,1.635793119430249,1.9398670193611762,2.15916207066478,2.0979584483089946,2.6632984341655535,3.0231349595695787,1.589734437704729,2.094294085195277,2.464862538696853,2.437138388705976,1.6542995008971477,2.1551941855970838,1.0528010011688547,3.238839769591211,2.298127583775639,3.9983482808047217,2.727349109413953,2.682401342633963,3.2024825445824323,2.45852118704766,3.830635061494396,1.5861734812121102
