Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.5471526322576474,1.4070843899001255,0.9618006146579098,2.2762732295436656,3.584557464012462,9.378026292197907,2.0119271407344423,1.528974167955618,3.067305396164316,5.0059793709493405,9.77653676663977,1.0601798112364136,2.0267278889825397,1.8627252097628135,1.2749528560830994,5.551755317602028,9.620845646323843,2.295166220566051,1.2923016080833791,4.663019787524076,3.867707474441036,7.889785946164834
1,0.5390494831404417,1.4043739946295346,0.9807769782556764,4.261796697528465,4.861189530820883,5.231432237079007,2.099701920871889,2.1614297405202985,3.91173676455026,5.388936599587835,11.375184707940006,1.0465047100973148,1.5875925162112252,1.6809057539510535,2.1732677346745266,5.747108218075283,7.793769354972604,2.5492886327157245,1.8310117037675266,4.128778664963075,4.304914724342885,8.224949771692652
2,0.6085775253531923,1.8685440283578794,0.9209251445838776,4.517320914942245,3.750805528738792,0.9437928766504171,1.943081166392472,1.6031606692697693,4.891185437563059,4.274866834625263,12.201587049214936,1.0142032060688335,1.275713390051529,1.3737892215620884,2.8239878003535184,5.064970894066192,1.6416463660204317,2.2497881641633426,2.0648822957376107,4.190571848081824,4.393023525567104,8.644670718672792
3,0.6209336151047042,1.9368378738586327,0.7715186406775442,3.8697119242507654,4.205400366965842,1.07521349505908,1.2298857489225503,1.4798904540778794,4.5260511811134965,5.164197849072,5.713020891385651,1.0200525231047357,2.3507569471543053,1.1219693239611668,3.394576500932437,8.409258542067452,1.6195101633470765,0.766562513099313,2.5240504232717083,6.3206257620289685,5.344707953219982,6.377791010443798
4,0.6368306053777067,1.5090225347169346,1.2110925604689102,4.028730472097103,3.5394159264871896,1.3562963468198583,2.1601462625019483,1.390792293094567,4.822679600679558,5.55420252973595,2.7834219463081378,0.8548439105078685,2.4841442950990418,2.33411710117614,2.554788944033163,8.38683112950148,2.129083596617261,1.8723830703732984,2.5056501076102915,5.928476474755975,6.247100722880388,3.0368903641335376
5,0.5404152299370595,1.4429783275079653,1.2817238848163899,5.390519731830225,1.9958593755062353,1.234384639291292,2.2485665588585793,1.810241662722905,5.747663075036464,4.737472043415212,4.026733592567885,0.9322381495375279,2.4549032570919453,2.105656999819906,3.4149070452631114,2.6489894464954036,2.083646473061108,2.9649680523094513,2.0416526590264166,8.328873789771256,6.955039305025045,3.6031063740353355
6,0.6753103461101169,1.0694798755037784,1.4150635486171548,5.559895721344269,2.0185017857171115,0.9578507643403852,2.4045326599857173,2.1611370593968897,7.982243156139659,2.909929033778704,4.059325663795171,1.0840408383720337,1.97911252408327,1.8739240508649664,3.8006299198293747,3.1439769242191136,1.425067381260828,3.28653140810341,2.6177697454246496,8.377189589447461,4.907330846462465,3.7572212740533404
7,0.6217817811453373,2.2783173402160712,1.1645512509573346,5.200931928784447,2.108704677257174,0.9001442108709216,2.7004013473879556,2.1300246590341176,7.275204434299274,1.3410174881063481,4.130093161721883,1.0088558390983011,2.730770638238103,1.612348006649639,3.7894904955527937,2.488361135926081,1.2723676383827163,3.5510800922864245,3.821157023954881,11.30817235864168,1.0960586789850095,3.94826991174747
8,0.6323291283318104,2.0179504740502217,1.547292308920807,1.7620458159660974,1.714819040496115,1.2662248563173795,2.7607587052296916,2.2484204125142777,10.165006351825399,1.6754177330028808,1.8379212772069544,0.9183373456542563,2.9301542101714335,3.007651108817142,1.6787033739060726,2.4956724056169524,2.0868650806813718,2.763758759626928,3.828134644897227,15.103981998597604,1.1767300277072335,2.500520684886444
9,0.6904144728742427,1.7108482782893921,1.647064563344964,1.847488535036562,1.7140340586272897,1.5676308785314559,3.11726040699707,2.0092255725493855,7.863667182323476,1.9146140594389387,4.26776921555612,0.9223909061476688,3.1826942901801094,2.746965896010619,1.741647846009976,2.4215846737948747,2.597982211920249,3.659865209753527,3.155539843613824,15.778500300167272,1.09544123268823,4.793154371646781
10,0.779871958317898,1.841336077892042,1.5397904387962313,2.1570123468965963,2.2095987864282725,1.3495451642485752,3.5875120825120392,2.65372681267314,2.1733866740303984,2.165606710262704,5.039384178407716,1.1778563224225436,3.081788974920534,2.4590757959106124,1.6214069316306208,4.11927294283573,2.790081164839823,4.683164053632507,4.1436790159900525,1.9577730793552162,1.2760004361617487,4.45644510850796
