Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.6951091453593002,3.247987889274744,1.1064364974639955,0.7797215936754904,1.3053641376013974,1.0830464413663687,0.9302528874706144,1.5206545831016798,0.7722835376366134,0.8533270924284342,1.2082437404501616,2.6964855787514685,0.6617583206261771,2.0617775192664043,1.8757640841133423
1,0.7995038883064728,2.861167674801,1.247981502441679,1.0059438939878893,1.1261931322445313,1.139230565628589,1.2476585330012944,1.5645862621721816,0.8756083203103948,1.1066916450362008,1.4815067340130483,2.3249616200173846,0.8899519028502026,1.9347631750427365,2.1780363822008777
2,0.8322340011831896,1.188932840768333,1.294267131627889,1.350587075728603,1.297673543143357,1.1592210878655587,1.6402151021009979,0.7540794377337484,0.9588064664864452,1.283798075590572,1.4608423814266898,2.2640219853794266,0.8324908890398585,0.752007642459367,2.480110517667025
3,0.536353796384793,1.9181902609974986,1.316103154262488,0.7779915583694601,1.6664833904796958,1.1247614546653446,0.8624777088572138,1.2211876681638645,0.9905901562651461,0.6592097927781913,0.9701635445539456,2.189001732864347,0.4701143373457706,1.1516218410591348,2.6201333329362337
4,0.6675692640497243,3.550543386890596,1.3283198901641329,1.0477746182677377,1.2949723226402796,1.250851867941331,1.1371863136374996,1.9019493034045194,1.2858567272247428,0.9953521855260999,1.2766724114417412,2.1725734879668943,0.6202758021245057,2.6687643382148747,3.19507011364529
5,0.6980705714866329,1.0985706516818925,1.2712193389920377,0.9993045734113769,0.9712626247689912,1.6632094189576065,1.0389535623812667,0.7940031689019382,2.023758133574452,0.9792424061741537,1.1015189058422643,1.9958152837736212,0.6875352262497494,0.994655174792287,4.111120012611803
6,0.7843386930331194,1.507349976566443,1.2562303063174596,0.9575100929344614,1.6907854972183622,1.9715409043273489,1.0784814817759698,0.8379832886158302,2.0140821170051044,1.0818019135234915,1.3513620247420917,2.1650010770342227,0.8786149166466842,1.5730121225427367,3.6548174156088598
7,0.8648591803919627,1.5202666214649818,0.9018756143358613,0.9963921144381493,1.4826650937849974,0.8425515739713132,1.235739913215514,1.0594863605055107,0.970748254041146,1.141854806440736,1.4639427235070528,2.831423938700262,0.8668515904415192,1.1888346138032366,1.4329328958198337
8,0.8718137118781315,1.0305633075792384,1.3755345621758943,1.0614377444334973,0.6947223880518397,1.0560143104152453,1.602714074229842,0.8660871106956902,0.8055598307178112,1.3200766676957225,0.8697600507330098,2.1611022470915717,0.7955370678661431,0.6725510714163804,2.136785116486293
9,0.8152934987323343,1.2553195685502936,1.2648231588436443,1.215454832585481,1.013538602828982,2.26642921013167,2.736526024406758,0.871374228342328,3.002519810877214,1.6948807319340593,1.0567684605560366,2.048371456224251,1.0169594086003781,1.008972384423255,6.256990495622784
10,0.8334197442652648,1.4075164636990036,1.269322413953871,1.5795418090979998,1.3816777446896031,1.2350952234517878,4.785437034649648,0.7943028490962868,0.8989852297366657,1.9629573421124438,1.200489535127438,1.8116127877391264,1.5399580333400296,1.1670007765269466,0.8480868557381613
11,0.7832440941558332,1.5666583384067656,1.0688275332687984,1.6522644741447239,1.675080586311516,1.4559818492378456,4.8794535381874224,0.7666770177372697,1.3777376932674719,1.622756745593727,1.3193975110663563,1.662625418113557,1.6553458095295825,1.381184351667136,1.155526924956774
12,0.6036308958714676,1.7023150819887434,0.9246351337022346,0.973130198240203,1.878977537813424,1.4432318179583967,1.271175374958315,0.8188905948752313,1.3202578484718774,0.8747590950290577,1.3651680054606605,1.4594107717037539,0.6044504744483077,1.557018542898846,0.9751021624167406
13,0.8639228229228986,1.6703528524778262,1.0131593701808523,1.1072031615789915,1.8595774381332046,1.5466372360794556,1.2126328086885758,0.9472597777495411,0.6605470336420022,1.1397677502572732,1.508565113222253,1.716884170561549,0.7501518922199939,1.4401587646351885,0.7509096979475939
14,0.8107790035381857,1.62199094980929,1.4249756560090252,1.7315198610754212,1.7328713999291023,1.7941233946488608,7.59147308063688,1.173603772150543,0.974976415599536,2.321192195105722,1.5715515942168676,2.4332694122276086,2.156406021160246,1.272087642900935,0.8756207616734683
15,1.3626643855848957,1.5779868825128,1.217254735699615,1.022811833132586,2.0596245304182426,1.5279406073549253,1.2613619127561786,1.2586829407883544,1.0817245840441252,1.7125462416300041,1.5304941081002938,2.0263828298113036,1.5562771133559323,1.274905510181246,1.0325750157792735
16,1.5068197028202586,1.507406697314922,1.0835860064743292,1.150080543272767,2.111368008176178,1.5157865613269306,1.1265804077496975,1.2394608647148078,1.1729335095028248,1.645581186105565,1.541671071393784,1.7545234554211337,1.5776999139319607,1.2916380483683378,1.1425244207083907
17,1.356693045855386,1.4853457521062323,1.0228705452885827,1.0934089283994155,1.0723701356503776,1.5552506566342919,0.9732914069414886,0.7720261983606089,1.2390971914158033,1.4996827253291172,1.0535198769415817,1.6374960463863524,1.5625045933821657,0.8878671444443667,1.1603774637697475
18,1.0723497606890395,1.8224737622251574,1.0606799271269218,1.016583645732367,1.9482317905192843,1.5746268992682053,1.2651706809444117,0.7855188515185467,1.3372384807819337,1.603472255482603,1.4114960544649595,1.548064525146974,1.2714361784543757,1.5578722291444247,1.1361883898171143
19,1.6633812038273226,1.7461540220825507,1.1939483202814383,1.307849205821524,2.9092548231102913,1.6804450889126321,1.631206493924783,1.4330337521280414,1.8665265414281105,2.237964065605117,1.5602472532756075,1.5437738831041752,1.8181957803284905,1.5754783693441359,1.0957141926975809
20,1.5528981286254884,1.4938865154933791,1.4455642982124242,1.162609373742845,0.9439142586214897,2.0539106307125397,1.358898625812301,0.9280390651591396,2.6657181711447504,1.885682620576038,1.4887138044411479,1.6962344579913973,1.7774980885030696,0.8855970810741037,1.2545167836834914
21,1.5425307422086731,1.8090397867751564,1.1609414174187176,1.2151581971725298,1.5852836343087586,2.1929810199312634,1.1825719898658968,1.2350233041863623,2.283865960299083,1.7322138232119004,1.4322999056413548,2.1603731348565733,1.5826731549140596,1.1217936219378646,1.3421443337366896
22,1.6384488357222122,1.8814601741086876,1.3817550289795653,1.2570610939027682,1.4185796875167134,2.5962678991149613,1.1361692735892306,1.2136904411091776,0.9981326389895616,1.6343032569006555,1.2506263262914596,2.609992474947909,1.5088008626362819,1.4624752333760067,1.0589204604577043
23,1.7570822341620478,1.1809287767874896,0.9531522814560147,1.323052890385923,0.6991134931495762,1.6805810956385916,0.9654617719281939,1.17847365989836,1.0247991048721872,1.5574924824906964,1.2658747669647805,1.6101683268706684,1.4869118453773191,0.7118372147598496,1.258781626263888
24,2.0096167916515,1.59916844408374,1.9061990010994654,1.315583042213968,1.0348353082434243,2.5514220305382067,0.8698483042840033,1.0315923643204887,3.4994185468218872,2.2854108166395095,1.652979432598721,2.1496166286044907,1.5619413565514195,0.947120832285558,1.5076971071474423
25,2.358667322987451,1.7964549087043251,1.3121015568417125,1.2570197258482585,1.2935352481188582,1.6857738835446132,0.7953446671101584,1.1360303615788303,1.1507786296067384,3.953180278528657,1.5561783374823972,2.3224087722582514,1.7873892472340784,0.9872273707287549,1.8881906597357536
26,2.1195571741193997,1.8523809508716154,1.6223364848847857,1.0676480358178426,1.5213831940907168,1.8664431597717468,0.8186032033951705,1.2388688660924032,1.9174806309008885,3.8104291936619696,1.495231840178507,2.26939135606068,1.7128140768282547,1.0727680580252925,2.4011762547944033
27,1.7037940177588884,1.9588889316434994,1.3150390397511804,1.3274366332717291,1.6184342680661359,1.3173786674850094,2.0875811407187084,1.2833352275016323,1.6219899789725944,2.8062911184495456,1.400999843046794,2.1942074366068116,1.793044448426222,1.1979349083370954,2.442676958500935
28,1.5720761496130877,1.9903021523757451,1.0691351700338785,1.314391726259934,1.568775164790324,1.6642732365854442,1.0159220874134776,1.2888529076706041,1.0350349579233789,1.4617735682581905,1.3073164831060284,1.753587035116133,1.4503615716747233,1.3180568301206124,1.2281047029423435
29,2.9469390415981023,2.234299168025336,1.6797519942815022,1.325289566009472,1.4962828594865187,2.1244303411922765,0.8026274611724323,1.35729702002801,1.2472964877860166,5.940544667078579,1.2187223402364413,2.59157808860338,1.8244045535440465,1.4638484319547473,1.8176995261900357
30,1.0142278483005627,2.8589892960652206,1.6318975397603155,1.1038665344189473,1.7550600375352328,1.9841397197921635,1.3857939703633766,1.3032673198911093,1.3184853176284028,1.5444055189610912,1.2250406769195208,2.454676263156952,1.1613218920242663,1.5302488763493718,2.092134537130469
31,1.3404119890662074,2.835029628593235,1.4787885384809847,1.2837517393849027,1.8687477318082784,1.9858019777939409,2.162555341255277,1.2716920390394648,1.5319178499929442,1.4091748969282707,1.3390147651404334,2.262226703703846,1.851479744812794,1.7392289976298032,2.278298125368944
32,1.3203766407916853,1.4167212937344553,1.5978002459694804,1.1547140142555419,1.1552707871489816,1.8153696983373973,1.4049572728186677,1.055004935201392,1.8107316000892058,1.3862883427897454,1.6515927249056417,2.2543073137171583,1.807973779546829,0.895828394837475,2.4198382553702107
33,0.8510539265129832,1.9486550493199486,1.6812379413968035,1.0200901592443645,1.6019191044075245,1.6596030454143167,1.1099457974141629,1.2302029584529965,1.921808637433467,1.4620260945959387,1.3080720327284652,2.4695188338845875,0.7727175859585022,1.2417945929507672,2.583116087470218
34,1.1105989475745273,3.5469241020405384,1.9449948507717094,1.2812606907503576,2.0684457337481548,1.6041787696721201,1.3688652172604086,1.4476894773965496,2.107107410413369,2.052551969224201,1.1613749053753308,2.66598726078501,1.313803642036422,1.727300606540888,3.130264759960574
35,1.3010201621155846,0.9507944257703763,2.243887307990965,1.272354297454831,1.1595743532832234,1.9051873341577497,1.7155164451757083,1.5575585450801535,2.4467012570193414,1.8074973410716546,1.4504394990457872,3.0953205933944874,1.6634836358369522,0.7234012461531062,4.250948659913089
36,1.476724097088959,1.1231832402500443,1.861664155653717,1.3129111787416294,1.3520047071223906,1.9334075804826194,2.0387128254082354,1.3201192034161193,2.0866156689610222,1.4051572595232695,1.7477045956288109,3.034703619796863,1.7886122955561083,1.001666438271166,4.022792188934806
37,1.6211365747175424,1.141464671485873,1.6332519289732592,1.42299534725281,1.1965911355499639,2.7731964700675578,2.1293839563955026,1.299504183961895,1.5571659624923406,1.3418232372013799,2.285641277512705,2.40298780143892,1.9160365276068279,1.0146518760257093,1.552190287824494
38,1.5460013209161658,0.8162311467693723,1.3004404491065995,1.3506602503536453,0.8242136483436693,1.591636162897979,1.880324819071816,1.9467313354589635,1.3452322306703828,1.333162816907475,1.3931773005629926,2.1474686900038513,1.7932966115076405,0.49258747822395355,2.2111256016000165
39,1.6082117286268016,0.9877405147659315,2.714445013169825,1.4785357806122386,1.2180686545309458,2.2868819973978387,1.5544659959041198,2.214684817954412,3.4291644277178723,1.3963373043760383,1.5394535497143051,3.591493175754591,1.7696722877643536,0.810768797341645,5.465568411475233
40,1.5639656020093762,1.0794080039514302,1.252195532205685,1.7600345988727653,1.3831176315008287,1.700195281517154,1.3406102694650617,1.6301280801211484,0.8384484594648615,1.5798669916990917,1.4487327196270938,1.3071677666157138,2.075692710780214,0.8268388124853077,1.0986507945137645
